State,Period,Population (thousands),Labor Force (thousands),Labor Force Participation Rate (LFPR) (%),LFPR compared to pre-pandemic levels (%),Employment (thousands),Unemployment (thousands),Unemployment compared to pre-pandemic levels (%),Unemployment Rate (%),Job Openings (thousands),Job Openings compared to pre-pandemic levels (%),Labor Shortage or Surplus (thousands),Available Worker Ratio,Quits (thousands),Quit Rate (%),Hires (thousands),Hire Rate (%)
Idaho,8/1/2020,1430,902,63.1,-1.0,853,49,95.3,5.4,37,-5.1,12,1.33,17,2.3,39,5.2
Illinois,8/1/2020,10128,6289,62.1,-2.2,5670,619,147.2,9.8,254,-1.9,365,2.44,123,2.2,250,4.5
Indiana,8/1/2020,5306,3346,63.1,-1.2,3104,243,110.9,7.2,152,-3.2,91,1.60,68,2.3,134,4.5
Iowa,8/1/2020,2501,1641,65.6,-3.6,1557,83,84.5,5.1,70,-9.1,13,1.19,36,2.4,65,4.4
Kansas,8/1/2020,2256,1499,66.5,-0.6,1414,86,74.2,5.7,64,-5.9,22,1.34,31,2.3,51,3.8
Kentucky,8/1/2020,3532,1983,56.1,-2.4,1880,103,20.8,5.2,104,7.2,-1,0.99,31,1.7,93,5.1
Louisiana,8/1/2020,3593,2058,57.3,-1.0,1870,188,91.3,9.1,94,3.3,94,2.00,46,2.6,81,4.5
Maine,8/1/2020,1129,654,57.9,-3.9,627,27,22.6,4.2,25,-19.4,2,1.10,11,1.9,25,4.3
Maryland,8/1/2020,4875,3194,65.5,-3.7,2966,228,94.6,7.1,159,-3.0,69,1.44,52,2.1,112,4.4
Massachusetts,8/1/2020,5731,3761,65.6,-0.4,3363,398,273.2,10.6,151,-8.5,247,2.63,39,1.2,131,4.0
Michigan,8/1/2020,8073,4879,60.4,-0.9,4398,481,156.7,9.9,223,3.7,258,2.16,100,2.5,229,5.8
Minnesota,8/1/2020,4492,3174,70.7,0.7,2960,214,94.6,6.8,129,-5.8,85,1.66,59,2.2,97,3.6
Mississippi,8/1/2020,2282,1238,54.2,-1.7,1146,92,25.7,7.5,59,13.5,33,1.57,24,2.2,54,4.9
Missouri,8/1/2020,4843,3075,63.5,-0.5,2877,198,90.2,6.4,143,16.3,55,1.39,66,2.4,124,4.5
Montana,8/1/2020,868,544,62.7,-0.9,514,31,59.6,5.7,23,-17.9,8,1.34,12,2.6,24,5.2
Nebraska,8/1/2020,1507,1045,69.4,-0.8,1004,41,29.5,3.9,51,2.0,-10,0.81,27,2.8,42,4.3
Nevada,8/1/2020,2467,1499,60.8,-3.5,1290,209,205.2,13.9,71,-2.7,138,2.95,37,3.0,83,6.8
New Hampshire,8/1/2020,1142,760,66.6,-1.9,709,51,151.0,6.7,30,-11.8,21,1.69,9,1.4,24,3.9
New Jersey,8/1/2020,7398,4769,64.5,0.1,4135,634,229.3,13.3,188,-4.6,446,3.37,72,1.9,231,6.2
New Mexico,8/1/2020,1665,925,55.5,-2.5,845,80,57.6,8.6,34,-29.2,46,2.34,18,2.3,31,4.0
New York,8/1/2020,16216,9506,58.6,-2.3,8479,1028,152.7,10.8,389,-9.1,639,2.64,121,1.4,327,3.9
North Carolina,8/1/2020,8232,4816,58.5,-2.7,4466,350,83.8,7.3,229,-1.7,121,1.53,98,2.3,278,6.4
North Dakota,8/1/2020,596,410,68.8,-0.3,387,23,152.3,5.6,18,-25.0,5,1.27,12,3.0,17,4.2
Ohio,8/1/2020,9343,5720,61.2,-2.3,5238,482,78.7,8.4,243,-5.1,239,1.99,129,2.5,227,4.4
Oklahoma,8/1/2020,3042,1845,60.6,0.0,1727,117,102.4,6.4,86,4.9,31,1.36,40,2.5,67,4.2
Oregon,8/1/2020,3447,2118,61.4,0.4,1950,169,125.3,8.0,90,-16.7,79,1.87,37,2.1,90,5.0
Pennsylvania,8/1/2020,10466,6518,62.3,-0.6,5908,610,97.8,9.4,252,-10.6,358,2.42,104,1.9,259,4.7
Rhode Island,8/1/2020,897,573,63.8,-0.3,515,58,177.1,10.2,20,-16.7,38,2.91,6,1.3,21,4.7
South Carolina,8/1/2020,4070,2338,57.4,-0.1,2193,145,113.1,6.2,106,-2.8,39,1.37,52,2.6,94,4.6
South Dakota,8/1/2020,676,464,68.6,-0.3,445,19,62.2,4.1,19,-17.4,0,1.00,9,2.2,17,4.1
Tennessee,8/1/2020,5478,3291,60.1,-1.3,3039,252,117.2,7.7,151,9.4,101,1.67,76,2.6,158,5.4
Texas,8/1/2020,22230,13973,62.9,-1.0,12844,1129,125.8,8.1,421,-20.0,708,2.68,256,2.1,496,4.1
Utah,8/1/2020,2435,1650,67.8,-0.4,1570,80,98.5,4.9,63,-14.9,17,1.27,35,2.3,68,4.5
Vermont,8/1/2020,536,333,62.1,-3.8,314,18,137.8,5.6,8,-52.9,10,2.31,5,1.8,11,4.0
Virginia,8/1/2020,6777,4317,63.7,-2.0,4004,314,140.6,7.3,196,-10.5,118,1.60,72,1.9,148,3.9
Washington,8/1/2020,6134,3894,63.5,-1.9,3556,339,123.1,8.7,114,-42.1,225,2.97,55,1.7,101,3.1
West Virginia,8/1/2020,1445,775,53.6,-1.3,711,64,51.5,8.2,49,0.0,15,1.30,18,2.7,35,5.3
Wisconsin,8/1/2020,4710,3090,65.6,-0.3,2896,194,109.7,6.3,172,7.5,22,1.13,63,2.3,128,4.6
Wyoming,8/1/2020,451,293,65.1,-0.6,275,18,31.7,6.2,11,-38.9,7,1.66,6,2.3,13,4.9
Alabama,7/1/2020,3970,2287,57.6,0.3,2115,172,131.4,7.5,83,-16.2,89,2.07,41,2.1,86,4.4
Alaska,7/1/2020,545,351,64.4,-0.3,311,40,107.5,11.3,8,-65.2,32,4.98,7,2.5,9,3.2
Arizona,7/1/2020,5663,3467,61.2,-0.7,3157,310,84.4,8.9,138,-9.8,172,2.25,52,1.9,156,5.6
Arkansas,7/1/2020,2347,1346,57.3,-0.5,1248,98,104.4,7.3,44,-31.3,54,2.23,29,2.4,52,4.3
California,7/1/2020,31236,19087,61.1,-1.9,16573,2514,192.0,13.2,616,-23.8,1898,4.08,236,1.5,795,5.1
Colorado,7/1/2020,4595,3008,65.5,-3.3,2814,194,95.9,6.4,96,-23.8,98,2.02,57,2.2,157,6.1
Connecticut,7/1/2020,2908,1913,65.8,-0.7,1690,222,197.2,11.6,57,-14.9,165,3.90,23,1.5,106,7.1
Delaware,7/1/2020,796,480,60.4,-0.6,444,36,105.8,7.5,23,4.5,13,1.57,4,0.9,27,6.3
District of Columbia,7/1/2020,547,380,69.3,-1.8,347,33,44.2,8.6,28,-6.7,5,1.17,14,1.9,16,2.2
Florida,7/1/2020,17526,10245,58.5,-1.0,9036,1209,292.2,11.8,339,-21.5,870,3.57,196,2.4,374,4.5
Georgia,7/1/2020,8317,4990,60.0,-2.9,4608,382,103.2,7.7,235,-0.8,147,1.63,85,2.0,199,4.6
Hawaii,7/1/2020,1125,673,59.8,-1.4,567,106,600.2,15.7,20,-33.3,86,5.28,11,2.1,29,5.5
Idaho,7/1/2020,1425,901,63.2,-0.8,842,59,135.1,6.6,33,-15.4,26,1.79,16,2.2,45,6.1
Illinois,7/1/2020,10131,6319,62.4,-1.9,5592,727,190.3,11.5,212,-18.1,515,3.43,106,1.9,290,5.3
Indiana,7/1/2020,5302,3344,63.1,-1.2,3046,298,159.1,8.9,128,-18.5,170,2.33,51,1.8,162,5.6
Iowa,7/1/2020,2500,1640,65.6,-3.6,1544,97,114.0,5.9,59,-23.4,38,1.64,22,1.5,59,4.0
Kansas,7/1/2020,2255,1498,66.4,-0.7,1399,99,101.5,6.6,57,-16.2,42,1.74,23,1.7,47,3.6
Kentucky,7/1/2020,3531,1973,55.9,-2.7,1859,114,33.2,5.8,105,8.2,9,1.08,36,2.0,117,6.6
Louisiana,7/1/2020,3594,2058,57.3,-1.0,1845,213,116.5,10.3,84,-7.7,129,2.53,43,2.4,91,5.1
Maine,7/1/2020,1128,662,58.7,-3.1,620,42,86.8,6.3,23,-25.8,19,1.81,11,1.9,29,5.1
Maryland,7/1/2020,4874,3204,65.7,-3.5,2955,250,112.7,7.8,138,-15.9,112,1.81,43,1.7,95,3.9
Massachusetts,7/1/2020,5729,3785,66.1,0.0,3306,480,350.2,12.7,138,-16.4,342,3.48,46,1.4,188,5.9
Michigan,7/1/2020,8072,4954,61.4,0.1,4337,617,229.2,12.4,216,0.5,401,2.85,84,2.2,343,8.9
Minnesota,7/1/2020,4491,3206,71.4,1.4,2956,249,126.5,7.8,104,-24.1,145,2.40,40,1.5,141,5.3
Mississippi,7/1/2020,2282,1233,54.0,-1.9,1130,103,39.6,8.3,54,3.8,49,1.90,25,2.3,59,5.4
Missouri,7/1/2020,4841,3087,63.8,-0.2,2866,221,112.1,7.2,121,-1.6,100,1.83,63,2.3,163,6.1
Montana,7/1/2020,866,545,62.9,-0.8,508,37,89.7,6.7,19,-32.1,18,1.93,11,2.4,24,5.2
Nebraska,7/1/2020,1506,1045,69.4,-0.7,998,48,51.0,4.6,40,-20.0,8,1.20,17,1.8,38,3.9
Nevada,7/1/2020,2464,1509,61.3,-3.0,1258,251,266.1,16.6,67,-8.2,184,3.74,32,2.7,134,11.2
New Hampshire,7/1/2020,1141,762,66.8,-1.7,699,63,211.3,8.2,30,-11.8,33,2.09,10,1.6,40,6.5
New Jersey,7/1/2020,7395,4747,64.2,-0.1,4065,683,254.9,14.4,191,-3.0,492,3.57,68,1.9,288,8.1
New Mexico,7/1/2020,1664,922,55.4,-2.6,839,83,64.1,9.0,34,-29.2,49,2.44,13,1.7,37,4.8
New York,7/1/2020,16228,9566,59.0,-1.9,8372,1195,193.7,12.5,326,-23.8,869,3.66,113,1.4,387,4.7
North Carolina,7/1/2020,8221,4814,58.6,-2.7,4399,415,117.6,8.6,207,-11.2,208,2.00,94,2.2,220,5.1
North Dakota,7/1/2020,596,409,68.7,-0.4,384,25,174.1,6.1,16,-33.3,9,1.55,9,2.3,18,4.5
Ohio,7/1/2020,9343,5720,61.2,-2.3,5155,565,109.5,9.9,256,0.0,309,2.21,111,2.2,349,6.8
Oklahoma,7/1/2020,3040,1843,60.6,0.0,1707,136,134.7,7.4,77,-6.1,59,1.77,42,2.6,75,4.7
Oregon,7/1/2020,3445,2117,61.4,0.4,1922,195,160.8,9.2,81,-25.0,114,2.41,32,1.8,116,6.6
Pennsylvania,7/1/2020,10460,6522,62.4,-0.5,5838,684,121.8,10.5,250,-11.3,434,2.74,89,1.7,236,4.4
Rhode Island,7/1/2020,897,576,64.2,0.0,506,70,231.3,12.1,26,8.3,44,2.68,5,1.1,40,9.2
South Carolina,7/1/2020,4066,2334,57.4,-0.1,2168,166,143.1,7.1,108,-0.9,58,1.54,51,2.5,120,5.9
South Dakota,7/1/2020,676,464,68.6,-0.3,442,22,87.0,4.7,15,-34.8,7,1.46,7,1.7,16,3.9
Tennessee,7/1/2020,5473,3284,60.0,-1.3,2990,295,154.2,9.0,147,6.5,148,2.00,78,2.7,188,6.4
Texas,7/1/2020,22201,13973,62.9,-0.9,12676,1296,159.3,9.3,427,-18.8,869,3.04,231,1.9,554,4.6
Utah,7/1/2020,2430,1647,67.8,-0.4,1553,94,133.1,5.7,62,-16.2,32,1.52,27,1.8,66,4.4
Vermont,7/1/2020,535,334,62.4,-3.4,312,22,188.6,6.7,13,-23.5,9,1.73,4,1.5,16,5.8
Virginia,7/1/2020,6773,4316,63.7,-1.9,3961,355,172.4,8.2,194,-11.4,161,1.83,63,1.7,266,7.2
Washington,7/1/2020,6131,3926,64.0,-1.3,3526,400,163.4,10.2,124,-37.1,276,3.23,49,1.5,187,5.9
West Virginia,7/1/2020,1445,776,53.7,-1.3,703,73,74.2,9.4,40,-18.4,33,1.83,15,2.3,38,5.7
Wisconsin,7/1/2020,4709,3098,65.8,-0.1,2862,236,154.7,7.6,123,-23.1,113,1.92,41,1.5,138,5.0
Wyoming,7/1/2020,451,294,65.3,-0.3,274,20,45.8,6.9,6,-66.7,14,3.37,6,2.3,10,3.8
Alabama,6/1/2020,3966,2277,57.4,0.1,2081,195,163.2,8.6,91,-8.1,104,2.15,30,1.6,88,4.6
Alaska,6/1/2020,545,347,63.8,-1.0,308,40,106.8,11.4,6,-73.9,34,6.62,4,1.4,19,6.7
Arizona,6/1/2020,5652,3445,61.0,-1.0,3110,336,99.7,9.7,133,-13.1,203,2.52,34,1.2,200,7.3
Arkansas,6/1/2020,2345,1344,57.3,-0.6,1238,106,120.3,7.9,46,-28.1,60,2.30,20,1.7,68,5.7
California,6/1/2020,31228,19051,61.0,-2.0,16425,2626,205.1,13.8,580,-28.2,2046,4.53,218,1.4,1001,6.6
Colorado,6/1/2020,4589,3126,68.1,-0.7,2777,349,252.2,11.2,103,-18.3,246,3.39,32,1.3,187,7.4
Connecticut,6/1/2020,2909,1904,65.5,-1.0,1686,218,191.6,11.4,52,-22.4,166,4.19,18,1.2,111,7.7
Delaware,6/1/2020,795,501,63.0,2.1,437,64,265.6,12.8,19,-13.6,45,3.38,8,2.0,22,5.4
District of Columbia,6/1/2020,554,379,68.4,-2.8,346,32,42.8,8.6,20,-33.3,12,1.62,12,1.7,19,2.6
Florida,6/1/2020,17503,10054,57.4,-2.0,8872,1181,283.3,11.8,305,-29.4,876,3.87,140,1.7,523,6.5
Georgia,6/1/2020,8309,5003,60.2,-2.7,4585,418,122.6,8.4,210,-11.4,208,1.99,87,2.1,200,4.8
Hawaii,6/1/2020,1125,663,58.9,-2.3,548,116,667.8,17.5,23,-23.3,93,5.03,12,2.4,36,7.1
Idaho,6/1/2020,1422,897,63.1,-1.0,830,67,166.9,7.5,34,-12.8,33,1.97,13,1.8,70,9.7
Illinois,6/1/2020,10135,6289,62.1,-2.3,5488,801,219.7,12.7,191,-26.3,610,4.19,108,2.0,252,4.7
Indiana,6/1/2020,5300,3315,62.5,-1.8,2974,341,196.1,10.3,126,-19.7,215,2.70,48,1.7,242,8.7
Iowa,6/1/2020,2499,1639,65.6,-3.6,1530,109,141.6,6.7,53,-31.2,56,2.06,21,1.5,62,4.4
Kansas,6/1/2020,2254,1493,66.2,-0.9,1381,112,126.7,7.5,54,-20.6,58,2.07,14,1.1,58,4.5
Kentucky,6/1/2020,3530,1932,54.7,-3.9,1830,101,18.9,5.3,90,-7.2,11,1.13,35,2.1,85,5.0
Louisiana,6/1/2020,3594,2037,56.7,-1.6,1814,224,127.9,11.0,86,-5.5,138,2.60,36,2.1,92,5.3
Maine,6/1/2020,1127,656,58.2,-3.6,613,43,93.0,6.6,22,-29.0,21,1.96,6,1.1,33,5.9
Maryland,6/1/2020,4874,3196,65.6,-3.7,2938,258,119.5,8.1,119,-27.4,139,2.17,45,1.9,130,5.4
Massachusetts,6/1/2020,5737,3774,65.8,-0.3,3231,543,409.5,14.4,110,-33.3,433,4.94,36,1.2,148,4.8
Michigan,6/1/2020,8072,5015,62.1,0.8,4291,724,286.7,14.4,129,-40.0,595,5.61,54,1.5,290,8.2
Minnesota,6/1/2020,4488,3232,72.0,2.1,2953,279,153.5,8.6,91,-33.6,188,3.07,30,1.2,114,4.4
Mississippi,6/1/2020,2282,1223,53.6,-2.3,1108,115,56.3,9.4,50,-3.8,65,2.30,24,2.3,64,6.1
Missouri,6/1/2020,4839,2978,61.5,-2.4,2741,237,127.6,8.0,103,-16.3,134,2.30,57,2.2,184,7.0
Montana,6/1/2020,865,543,62.7,-1.0,501,41,114.8,7.6,22,-21.4,19,1.88,6,1.3,48,10.7
Nebraska,6/1/2020,1506,1044,69.3,-0.8,990,54,70.7,5.2,32,-36.0,22,1.70,14,1.5,41,4.3
Nevada,6/1/2020,2460,1497,60.9,-3.4,1215,282,311.8,18.8,47,-35.6,235,6.00,33,3.0,119,10.8
New Hampshire,6/1/2020,1140,759,66.5,-1.9,686,73,260.3,9.6,28,-17.6,45,2.59,7,1.2,38,6.4
New Jersey,6/1/2020,7399,4646,62.8,-1.5,3977,669,247.9,14.4,157,-20.3,512,4.26,69,2.0,260,7.4
New Mexico,6/1/2020,1663,915,55.0,-3.0,833,82,63.1,9.0,34,-29.2,48,2.42,11,1.5,40,5.3
New York,6/1/2020,16247,9526,58.6,-2.3,8235,1290,217.3,13.5,299,-30.1,991,4.32,103,1.3,392,4.9
North Carolina,6/1/2020,8216,4773,58.1,-3.1,4311,462,142.5,9.7,189,-18.9,273,2.45,85,2.1,234,5.7
North Dakota,6/1/2020,595,407,68.4,-0.7,381,26,187.0,6.4,18,-25.0,8,1.44,8,2.0,30,7.6
Ohio,6/1/2020,9341,5680,60.8,-2.7,5054,626,132.0,11.0,232,-9.4,394,2.70,80,1.6,412,8.4
Oklahoma,6/1/2020,3037,1832,60.3,-0.3,1681,151,159.9,8.2,83,1.2,68,1.82,27,1.7,102,6.5
Oregon,6/1/2020,3442,2101,61.1,0.0,1888,213,185.2,10.2,71,-34.3,142,3.00,29,1.7,104,6.1
Pennsylvania,6/1/2020,10460,6480,62.0,-0.9,5745,735,138.3,11.3,210,-25.5,525,3.50,60,1.2,257,5.0
Rhode Island,6/1/2020,897,572,63.7,-0.4,496,76,262.7,13.3,20,-16.7,56,3.81,4,1.0,32,7.7
South Carolina,6/1/2020,4061,2323,57.2,-0.3,2141,182,166.4,7.8,95,-12.8,87,1.91,43,2.2,134,6.8
South Dakota,6/1/2020,675,462,68.4,-0.5,437,25,109.8,5.3,11,-52.2,14,2.23,6,1.5,18,4.5
Tennessee,6/1/2020,5467,3262,59.7,-1.7,2931,331,185.3,10.1,142,2.9,189,2.33,64,2.3,206,7.3
Texas,6/1/2020,22166,13872,62.6,-1.3,12471,1401,180.2,10.1,387,-26.4,1014,3.62,270,2.3,753,6.4
Utah,6/1/2020,2425,1639,67.6,-0.6,1533,105,160.4,6.4,71,-4.1,34,1.48,22,1.5,96,6.5
Vermont,6/1/2020,535,335,62.7,-3.2,309,26,237.2,7.8,13,-23.5,13,2.02,,,18,6.8
Virginia,6/1/2020,6770,4290,63.4,-2.3,3910,380,191.2,8.9,156,-28.8,224,2.43,56,1.5,120,3.3
Washington,6/1/2020,6124,3935,64.3,-1.1,3490,445,193.4,11.3,117,-40.6,328,3.81,56,1.8,213,6.9
West Virginia,6/1/2020,1446,773,53.5,-1.5,692,81,93.1,10.5,36,-26.5,45,2.26,13,2.1,38,6.1
Wisconsin,6/1/2020,4707,3087,65.6,-0.3,2819,268,189.6,8.7,117,-26.9,151,2.29,34,1.3,127,4.8
Wyoming,6/1/2020,450,295,65.5,-0.2,273,22,56.7,7.4,7,-61.1,15,3.10,4,1.5,14,5.3
Alabama,5/1/2020,3962,2275,57.4,0.1,2039,236,218.4,10.4,65,-34.3,171,3.63,30,1.6,55,3.0
Alaska,5/1/2020,545,346,63.5,-1.3,305,41,115.3,11.9,14,-39.1,27,2.95,7,2.5,12,4.2
Arizona,5/1/2020,5642,3444,61.0,-0.9,3060,384,128.6,11.2,120,-21.6,264,3.20,42,1.6,74,2.8
Arkansas,5/1/2020,2344,1349,57.6,-0.3,1229,120,148.9,8.9,49,-23.4,71,2.44,20,1.7,40,3.4
California,5/1/2020,31223,18569,59.5,-3.5,15647,2922,239.5,15.7,458,-43.3,2464,6.38,184,1.2,464,3.1
Colorado,5/1/2020,4584,3105,67.7,-1.0,2745,361,264.4,11.6,100,-20.6,261,3.61,26,1.1,102,4.2
Connecticut,5/1/2020,2910,1911,65.7,-0.8,1687,224,199.8,11.7,48,-28.4,176,4.67,21,1.5,31,2.2
Delaware,5/1/2020,795,496,62.4,1.5,429,66,278.8,13.4,18,-18.2,48,3.69,10,2.5,12,3.0
District of Columbia,5/1/2020,560,380,67.9,-3.3,347,33,46.6,8.8,29,-3.3,4,1.15,9,1.2,11,1.5
Florida,5/1/2020,17482,10139,58.0,-1.5,8705,1434,365.3,14.1,268,-38.0,1166,5.35,132,1.7,284,3.6
Georgia,5/1/2020,8301,5068,61.1,-1.9,4575,492,161.8,9.7,154,-35.0,338,3.20,80,2.0,142,3.5
Hawaii,5/1/2020,1126,665,59.0,-2.2,526,138,816.5,20.8,14,-53.3,124,9.87,11,2.2,11,2.2
Idaho,5/1/2020,1419,898,63.3,-0.8,817,81,222.0,9.0,35,-10.3,46,2.31,14,2.0,37,5.3
Illinois,5/1/2020,10139,6316,62.3,-2.0,5389,927,270.2,14.7,163,-37.1,764,5.69,113,2.1,213,4.0
Indiana,5/1/2020,5298,3308,62.4,-1.9,2898,410,256.6,12.4,92,-41.4,318,4.46,50,1.9,102,3.8
Iowa,5/1/2020,2498,1659,66.4,-2.8,1522,137,203.5,8.3,50,-35.1,87,2.74,14,1.0,45,3.2
Kansas,5/1/2020,2253,1502,66.6,-0.5,1362,139,183.3,9.3,54,-20.6,85,2.58,18,1.4,43,3.4
Kentucky,5/1/2020,3529,2063,58.5,-0.1,1799,264,209.8,12.8,72,-25.8,192,3.67,36,2.2,62,3.7
Louisiana,5/1/2020,3595,2032,56.5,-1.7,1784,248,152.9,12.2,63,-30.8,185,3.94,33,1.9,46,2.7
Maine,5/1/2020,1126,671,59.6,-2.3,608,63,183.2,9.4,24,-22.6,39,2.64,6,1.1,15,2.8
Maryland,5/1/2020,4874,3213,65.9,-3.3,2930,283,141.5,8.8,106,-35.4,177,2.67,38,1.6,67,2.8
Massachusetts,5/1/2020,5746,3727,64.9,-1.2,3150,577,441.3,15.5,112,-32.1,465,5.15,38,1.2,77,2.5
Michigan,5/1/2020,8073,4888,60.6,-0.7,3954,935,399.1,19.1,98,-54.4,837,9.54,55,1.6,136,4.0
Minnesota,5/1/2020,4486,3106,69.2,-0.7,2763,344,212.0,11.1,87,-36.5,257,3.95,36,1.4,83,3.2
Mississippi,5/1/2020,2283,1222,53.5,-2.4,1085,136,85.6,11.2,38,-26.9,98,3.59,19,1.9,36,3.6
Missouri,5/1/2020,4837,2880,59.6,-4.4,2608,273,161.8,9.5,90,-26.8,183,3.03,52,2.0,79,3.1
Montana,5/1/2020,864,544,62.9,-0.7,494,50,159.5,9.2,20,-28.6,30,2.50,8,1.9,21,4.9
Nebraska,5/1/2020,1505,1048,69.7,-0.5,982,66,108.1,6.3,41,-18.0,25,1.61,10,1.1,34,3.6
Nevada,5/1/2020,2456,1389,56.6,-7.7,1046,343,400.5,24.7,40,-45.2,303,8.57,22,2.0,42,3.8
New Hampshire,5/1/2020,1139,761,66.8,-1.7,672,89,343.0,11.7,27,-20.6,62,3.31,7,1.2,18,3.1
New Jersey,5/1/2020,7403,4590,62.0,-2.3,3886,704,266.2,15.3,150,-23.9,554,4.70,61,1.7,95,2.7
New Mexico,5/1/2020,1663,913,54.9,-3.1,829,85,67.4,9.3,36,-25.0,49,2.35,12,1.6,25,3.3
New York,5/1/2020,16269,9434,58.0,-2.9,7865,1570,286.0,16.6,265,-38.1,1305,5.92,86,1.1,163,2.1
North Carolina,5/1/2020,8212,4772,58.1,-3.1,4220,552,189.3,11.6,161,-30.9,391,3.43,66,1.6,161,4.0
North Dakota,5/1/2020,595,408,68.6,-0.5,379,29,224.5,7.2,16,-33.3,13,1.84,7,1.8,16,4.1
Ohio,5/1/2020,9340,5675,60.8,-2.8,4952,724,168.0,12.7,190,-25.8,534,3.81,80,1.7,151,3.2
Oklahoma,5/1/2020,3035,1832,60.4,-0.3,1653,178,207.4,9.7,78,-4.9,100,2.29,36,2.3,62,4.0
Oregon,5/1/2020,3438,2100,61.1,0.1,1853,248,231.4,11.8,71,-34.3,177,3.49,26,1.5,49,2.9
Pennsylvania,5/1/2020,10460,6480,61.9,-1.0,5642,838,171.4,12.9,205,-27.3,633,4.09,61,1.2,107,2.2
Rhode Island,5/1/2020,897,572,63.7,-0.4,484,88,317.9,15.4,16,-33.3,72,5.49,8,2.0,13,3.3
South Carolina,5/1/2020,4055,2330,57.4,-0.1,2114,215,215.4,9.2,82,-24.8,133,2.63,37,2.0,66,3.5
South Dakota,5/1/2020,675,464,68.7,-0.2,433,31,161.1,6.6,17,-26.1,14,1.80,4,1.0,14,3.5
Tennessee,5/1/2020,5462,3268,59.8,-1.5,2872,396,241.2,12.1,105,-23.9,291,3.77,61,2.2,83,3.0
Texas,5/1/2020,22134,13868,62.7,-1.2,12254,1614,222.9,11.6,287,-45.4,1327,5.62,192,1.7,313,2.7
Utah,5/1/2020,2420,1640,67.8,-0.4,1514,126,212.3,7.7,72,-2.7,54,1.75,16,1.1,68,4.8
Vermont,5/1/2020,535,340,63.5,-2.4,307,32,316.2,9.5,13,-23.5,19,2.49,2,0.8,9,3.6
Virginia,5/1/2020,6767,4299,63.5,-2.1,3870,429,228.9,10.0,157,-28.3,272,2.73,52,1.4,79,2.2
Washington,5/1/2020,6117,3982,65.1,-0.3,3457,525,245.6,13.2,87,-55.8,438,6.03,45,1.5,74,2.4
West Virginia,5/1/2020,1446,776,53.6,-1.3,680,96,128.3,12.4,34,-30.6,62,2.82,12,1.9,16,2.6
Wisconsin,5/1/2020,4705,3097,65.8,-0.1,2773,324,250.4,10.5,106,-33.8,218,3.06,27,1.0,63,2.4
Wyoming,5/1/2020,450,299,66.5,0.8,273,26,87.9,8.7,14,-22.2,12,1.86,3,1.1,12,4.5
Alabama,4/1/2020,3959,2197,55.5,-1.8,1894,303,308.3,13.8,78,-21.2,225,3.88,33,1.6,77,3.7
Alaska,4/1/2020,545,338,62.0,-2.7,298,40,107.9,11.8,21,-8.7,19,1.90,9,2.7,19,5.8
Arizona,4/1/2020,5632,3393,60.2,-1.7,2924,468,178.5,13.8,135,-11.8,333,3.47,50,1.7,115,3.9
Arkansas,4/1/2020,2343,1355,57.8,0.0,1218,137,185.1,10.1,51,-20.3,86,2.69,28,2.2,54,4.2
California,4/1/2020,31220,18734,60.0,-3.0,15716,3019,250.7,16.1,656,-18.8,2363,4.60,332,1.9,534,3.1
Colorado,4/1/2020,4580,3010,65.7,-3.0,2675,335,238.5,11.1,107,-15.1,228,3.13,63,2.2,114,4.1
Connecticut,4/1/2020,2912,1837,63.1,-3.4,1687,151,101.6,8.2,66,-1.5,85,2.28,25,1.5,49,2.9
Delaware,4/1/2020,794,472,59.4,-1.5,410,62,250.4,13.0,20,-9.1,42,3.08,12,2.6,20,4.3
District of Columbia,4/1/2020,566,392,69.3,-1.9,348,44,93.4,11.2,27,-10.0,17,1.63,11,1.4,21,2.6
Florida,4/1/2020,17463,9419,53.9,-5.5,8169,1251,305.7,13.3,386,-10.6,865,3.24,211,2.3,345,3.8
Georgia,4/1/2020,8294,4961,59.8,-3.1,4347,614,226.7,12.4,164,-30.8,450,3.74,83,1.8,176,3.8
Hawaii,4/1/2020,1127,648,57.5,-3.7,502,146,870.5,22.6,22,-26.7,124,6.65,13,2.0,22,3.4
Idaho,4/1/2020,1415,887,62.7,-1.4,783,104,313.2,11.7,36,-7.7,68,2.88,16,2.1,39,5.0
Illinois,4/1/2020,10144,6267,61.8,-2.5,5138,1129,350.9,18.0,227,-12.4,902,4.97,115,1.9,166,2.7
Indiana,4/1/2020,5297,3234,61.1,-3.2,2692,543,371.8,16.8,122,-22.3,421,4.45,81,2.6,124,3.9
Iowa,4/1/2020,2498,1692,67.7,-1.5,1508,184,306.9,10.9,55,-28.6,129,3.34,30,1.9,53,3.3
Kansas,4/1/2020,2253,1497,66.5,-0.7,1311,186,277.6,12.4,52,-23.5,134,3.57,26,1.8,43,3.0
Kentucky,4/1/2020,3529,2051,58.1,-0.5,1708,343,301.9,16.7,93,-4.1,250,3.69,42,2.2,78,4.0
Louisiana,4/1/2020,3597,1996,55.5,-2.8,1727,269,174.0,13.5,73,-19.8,196,3.68,43,2.2,65,3.3
Maine,4/1/2020,1126,654,58.1,-3.7,594,61,171.8,9.3,27,-12.9,34,2.25,11,1.7,24,3.8
Maryland,4/1/2020,4875,3211,65.9,-3.4,2921,289,146.6,9.0,115,-29.9,174,2.52,54,2.0,83,3.0
